address,universal_access,elevators,heating_type,lat,lng,type
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.560209,45.560609,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.561564,45.560331,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.5612,45.560658,Building
"6200 Avenue de Darlington , Montreal",NON,unknown,,-73.628312,45.50569,Building
"2235 Rue Michel-Jurdant , Montreal",NON,unknown,,-73.620141,45.559899,Building
"2235 Rue Michel-Jurdant , Montreal",NON,unknown,,-73.621318,45.559955,Building
"2235 Rue Michel-Jurdant , Montreal",NON,unknown,,-73.621734,45.560076,Building
"2235 Rue Michel-Jurdant , Montreal",NON,unknown,,-73.635573,45.565989,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.558683,45.559091,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.559426,45.559352,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.558427,45.559505,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.557958,45.559261,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.558857,45.559482,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.559492,45.559768,Building
"7487 Avenue Andre-Ampère , Montreal",NON,unknown,,-73.602218,45.630989,Building
"350 Place Royale , Montreal",NON,unknown,,-73.55409,45.502639,Building
"4500 Boulevard Rosemont E, Montreal",NON,unknown,,-73.568922,45.564284,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.555637,45.558796,Building
"3699 Boulevard Cremazie , Montreal",NON,unknown,,-73.604863,45.566971,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.558211,45.558294,Building
"1825 Rue Notre-Dame O, Montreal",NON,unknown,electricite,-73.5691,45.488302,Building
"4880 Avenue Van Horne , Montreal",1,unknown,electricite,-73.638244,45.492714,Building
"9255 Boulevard Henri-Bourassa E, Montreal",NON,unknown,,-73.560926,45.640117,Building
"9255 Boulevard Henri-Bourassa E, Montreal",NON,unknown,,-73.561257,45.639905,Building
"5380 Rue Eadie , Montreal",NON,unknown,,-73.588405,45.464915,Building
"999 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.680118,45.541536,Building
"7944 Rue Hochelaga , Montreal",NON,unknown,,-73.523817,45.593762,Building
"6100 Rue De Pontgrave , Montreal",NON,unknown,,-73.714084,45.525349,Building
"4180 Chemin de la Côte-des-Neiges , Montreal",NON,unknown,,-73.602172,45.494871,Building
"6900 Avenue de Darlington , Montreal",NON,unknown,,-73.633114,45.510903,Building
"987 Rue de la Commune O, Montreal",NON,unknown,,-73.553807,45.494344,Building
"2915 Rue Sainte-Catherine E, Montreal",NON,unknown,,-73.543643,45.535103,Building
"2913 Rue Sainte-Catherine E, Montreal",NON,unknown,,-73.543746,45.534898,Building
"2900 Rue Sainte-Catherine E, Montreal",NON,unknown,,-73.543115,45.535391,Building
"3161 Rue Joseph , Montreal",NON,unknown,,-73.572212,45.470532,Building
"2235 Rue Michel-Jurdant , Montreal",NON,unknown,Gaz naturel,-73.620849,45.55827,Building
"2235 Rue Michel-Jurdant , Montreal",NON,unknown,,-73.621823,45.557858,Building
"2235 Rue Michel-Jurdant , Montreal",NON,unknown,,-73.638326,45.565359,Building
"2235 Rue Michel-Jurdant , Montreal",NON,unknown,,-73.618664,45.563681,Building
"9255 Boulevard Henri-Bourassa E, Montreal",NON,unknown,,-73.561451,45.640208,Building
"2 45e (LCH) Avenue , Montreal",NON,unknown,,-73.705016,45.436301,Building
"3161 Rue Joseph , Montreal",NON,unknown,,-73.575269,45.466559,Building
"10655 Rue Lajeunesse , Montreal",NON,unknown,,-73.666706,45.556026,Building
"200 Rue Jarry O, Montreal",NON,unknown,electricite,-73.631019,45.53462,Building
" Rue Saint-Denis , Montreal",NON,unknown,,-73.651755,45.548372,Building
" Boulevard Rosemont , Montreal",NON,unknown,,-73.569301,45.565355,Building
" Boulevard Rosemont , Montreal",NON,unknown,,-73.571734,45.562203,Building
" Boulevard Pie-IX , Montreal",NON,unknown,,-73.559217,45.557695,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.558795,45.558474,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.555945,45.558691,Building
" Boulevard Pie-IX , Montreal",NON,unknown,,-73.557512,45.556291,Building
" Boulevard Pie-IX , Montreal",NON,unknown,,-73.562208,45.557763,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.556911,45.559703,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.556887,45.559537,Building
" Boulevard Saint-Michel , Montreal",NON,unknown,,-73.632804,45.578804,Building
"1330 Rue des Carrières , Montreal",NON,unknown,,-73.590505,45.53652,Building
"1100 Rue des Carrières , Montreal",NON,unknown,,-73.592136,45.534394,Building
"7944 Rue Hochelaga , Montreal",NON,unknown,,-73.523902,45.593557,Building
"6000 Rue Notre-Dame O, Montreal",NON,unknown,,-73.608783,45.460607,Building
" Avenue Gascon , Montreal",NON,unknown,,-73.554092,45.534809,Building
"1200 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.676268,45.539759,Building
"4445 Rue Ontario E, Montreal",NON,unknown,,-73.539232,45.554032,Building
"8300 Rue Bellerive , Montreal",1,unknown,electricite,-73.509198,45.595011,Building
"6000 Rue Notre-Dame O, Montreal",NON,unknown,,-73.608907,45.460195,Building
"6000 Rue Notre-Dame O, Montreal",NON,unknown,,-73.608787,45.460242,Building
"6000 Rue Notre-Dame O, Montreal",NON,unknown,,-73.608989,45.460834,Building
"2400 Rue Champdore , Montreal",NON,unknown,,-73.634732,45.568469,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.558467,45.558859,Building
"1033 Rue Rachel E, Montreal",NON,unknown,electricite,-73.575086,45.52554,Building
"1865 Rue Cabot , Montreal",NON,unknown,,-73.588929,45.465111,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.558716,45.558321,Building
"6960 Avenue de Darlington , Montreal",NON,unknown,,-73.632801,45.510508,Building
"6960 Avenue de Darlington , Montreal",NON,unknown,,-73.632849,45.509881,Building
"6990 Avenue de Darlington , Montreal",NON,unknown,,-73.633471,45.51023,Building
"6960 Avenue de Darlington , Montreal",NON,unknown,,-73.633326,45.509975,Building
"5015a 9e Avenue , Montreal",NON,unknown,,-73.569361,45.548222,Building
"1200 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.676026,45.539803,Building
"6700 Rue François-Boivin , Montreal",NON,unknown,,-73.562813,45.590356,Building
"2220 Rue Dickson , Montreal",NON,unknown,,-73.533204,45.567526,Building
"1200 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.67644,45.539799,Building
"1200 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.675202,45.539784,Building
"1100 Rue des Carrières E, Montreal",NON,unknown,,-73.591858,45.534332,Building
"1100 Rue des Carrières , Montreal",NON,unknown,,-73.592028,45.534776,Building
"2475 Rue des Regrattiers (MTL) , Montreal",2,unknown,electricite,-73.61596,45.559759,Building
"2475 Rue des Regrattiers (MTL) , Montreal",NON,unknown,,-73.617418,45.559367,Building
"6925 Chemin de la Côte-des-Neiges , Montreal",NON,unknown,electricite,-73.638248,45.505455,Building
"6925 Chemin de la Côte-des-Neiges , Montreal",NON,unknown,,-73.638859,45.505245,Building
"11400 Rue Leopold-Christin , Montreal",NON,unknown,electricite,-73.561648,45.640844,Building
"11400 Rue Leopold-Christin , Montreal",NON,unknown,,-73.561044,45.640418,Building
" Rue Deville , Montreal",NON,unknown,,-73.618654,45.563607,Building
"6525 Rue 41e , Montreal",NON,unknown,,-73.570621,45.57405,Building
"1865 Rue Cabot , Montreal",NON,unknown,,-73.58855,45.465273,Building
"1865 Rue Cabot , Montreal",NON,unknown,,-73.588966,45.465264,Building
" Rue Bellerive , Montreal",NON,unknown,,-73.508917,45.593994,Building
" Rue Bellerive , Montreal",NON,unknown,,-73.509631,45.600364,Building
"999 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.680666,45.541393,Building
"390 Rue de Port-Royal E, Montreal",NON,unknown,,-73.655153,45.548601,Building
"999 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.681827,45.541635,Building
"6100 Rue De Pontgrave , Montreal",NON,unknown,,-73.714511,45.525389,Building
"6925 Chemin de la Côte-des-Neiges , Montreal",NON,unknown,,-73.638257,45.505799,Building
"1865 Rue Cabot , Montreal",NON,unknown,electricite,-73.5887,45.465265,Building
"1865 Rue Cabot , Montreal",NON,unknown,,-73.587659,45.464878,Building
"1865 Rue Cabot , Montreal",NON,unknown,,-73.588471,45.465145,Building
"987 Rue de la Commune O, Montreal",NON,unknown,,-73.553991,45.494238,Building
" Rue Leopold-Christin , Montreal",NON,unknown,,-73.561796,45.640689,Building
" Rue Bellerive , Montreal",NON,unknown,,-73.508222,45.595279,Building
"7272 Rue Saint-Patrick , Montreal",NON,unknown,electricite,-73.626361,45.44731,Building
"7272 Rue Saint-Patrick , Montreal",NON,unknown,,-73.626588,45.447377,Building
"2475 Rue des Regrattiers (MTL) , Montreal",NON,unknown,,-73.616783,45.558984,Building
"1200 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.676876,45.539839,Building
"11400 Rue Leopold-Christin , Montreal",NON,unknown,,-73.561795,45.640853,Building
"1100 Rue des Carrières , Montreal",NON,unknown,,-73.592083,45.5343,Building
"7272 Rue Saint-Patrick , Montreal",NON,unknown,,-73.626539,45.447459,Building
"2475 Rue des Regrattiers (MTL) , Montreal",NON,unknown,,-73.616688,45.559564,Building
"1100 Rue des Carrières , Montreal",NON,unknown,,-73.591908,45.534212,Building
"7272 Rue Saint-Patrick , Montreal",NON,unknown,,-73.626457,45.447637,Building
"1455 Rue Bercy , Montreal",NON,unknown,,-73.545496,45.533665,Building
" Rue Cherrier (IBZ) , Montreal",NON,unknown,,-73.881603,45.48569,Building
"3535 Avenue Papineau , Montreal",NON,unknown,,-73.566054,45.529271,Building
"180 Avenue Orchard (LSL) , Montreal",NON,unknown,,-73.647827,45.423037,Building
" Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.882792,45.48692,Building
" Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.884089,45.486774,Building
" Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.883748,45.48812,Building
" Rue Cardinal (SLR) , Montreal",NON,unknown,,-73.691342,45.516331,Building
" Rue de l' eglise (SLR) , Montreal",NON,unknown,,-73.676803,45.512459,Building
" Terrasse Bourdeau (LSL) , Montreal",NON,unknown,,-73.600821,45.437618,Building
" Avenue Dalkeith (ANJ) , Montreal",NON,unknown,,-73.550305,45.603901,Building
"525 Avenue Bloomfield (OUT) , Montreal",NON,unknown,,-73.606872,45.520427,Building
"1800 Boulevard Saint-Joseph , Montreal",NON,unknown,,-73.68106,45.433306,Building
"14150 Boulevard Gouin O, PFD",NON,unknown,,-73.851307,45.49439,Building
"14150 Boulevard Gouin O, PFD",NON,unknown,,-73.850878,45.493905,Building
"14150 Boulevard Gouin O, PFD",NON,unknown,,-73.851558,45.493866,Building
"14150 Boulevard Gouin O, PFD",NON,unknown,,-73.851459,45.493377,Building
"14150 Boulevard Gouin O, PFD",NON,unknown,,-73.852006,45.492646,Building
"14150 Boulevard Gouin O, PFD",NON,unknown,,-73.851941,45.493821,Building
"1451 Avenue Ducharme , Montreal",NON,unknown,,-73.618074,45.521128,Building
"1451 Avenue Ducharme , Montreal",NON,unknown,,-73.618536,45.521479,Building
"1451 Avenue Ducharme , Montreal",NON,unknown,,-73.618558,45.520634,Building
"3100 Rue Saint-Antoine , Montreal",NON,unknown,,-73.691817,45.440089,Building
"7701 Boulevard Louis-H.-La Fontaine (ANJ) , Montreal",NON,unknown,,-73.557457,45.601867,Building
"7650 Boulevard Châteauneuf (ANJ) , Montreal",NON,unknown,electricite,-73.558682,45.602933,Building
"7171 Rue Bombardier , Montreal",NON,unknown,,-73.586306,45.607523,Building
"14150 Boulevard Gouin O, PFD",NON,unknown,,-73.851831,45.49295,Building
"7070 Rue Jarry E, Montreal",NON,unknown,,-73.575675,45.601143,Building
"8750 Avenue Chaumont , Montreal",NON,unknown,,-73.545668,45.610909,Building
"7501 Avenue Rondeau (ANJ) , Montreal",NON,unknown,,-73.550548,45.616095,Building
"8330 Avenue Chenier (ANJ) , Montreal",NON,unknown,,-73.543107,45.604062,Building
"8200 Place de l' eglise (ANJ) , Montreal",NON,unknown,,-73.543309,45.601837,Building
"6956 Avenue Des Ormeaux (ANJ) , Montreal",NON,unknown,,-73.547414,45.610787,Building
"7051 Avenue de l' Alsace (ANJ) , Montreal",NON,unknown,,-73.583419,45.604071,Building
"8400 Boulevard Châteauneuf (ANJ) , Montreal",NON,unknown,,-73.555445,45.610732,Building
"7901 Avenue Spalding (ANJ) , Montreal",NON,unknown,,-73.553011,45.602965,Building
"8151 Avenue Talcy (ANJ) , Montreal",NON,unknown,,-73.55943,45.60736,Building
"8361 Avenue Andre-Laurendeau (ANJ) , Montreal",NON,unknown,,-73.570473,45.605107,Building
"6995 Place d' Antioche (ANJ) , Montreal",NON,unknown,,-73.559263,45.595705,Building
"5555 Avenue de l' Arena (ANJ) , Montreal",NON,unknown,,-73.543266,45.602871,Building
"602 Avenue Rockland (OUT) , Montreal",NON,unknown,,-73.614571,45.514962,Building
"6200 Avenue du Bocage (ANJ) , Montreal",NON,unknown,,-73.551788,45.592594,Building
"230 Boulevard Chevremont (IBZ) , Montreal",NON,unknown,electricite,-73.876445,45.493427,Building
"183 Rue des erables (LCH) , Montreal",NON,unknown,,-73.651496,45.445737,Building
"300 Chemin du Canal (LCH) , Montreal",NON,unknown,,-73.670381,45.429437,Building
"1800 Chemin des Iroquois (LCH) , Montreal",NON,unknown,,-73.676149,45.429533,Building
"43 Rue Saint-Antoine (SGV) , Montreal",NON,unknown,,-73.867818,45.485507,Building
"8441 Place Verdelles (ANJ) , Montreal",NON,unknown,,-73.549428,45.608592,Building
"6440 Boulevard des Galeries-d'Anjou (ANJ) , Montreal",NON,unknown,,-73.554278,45.594088,Building
"6951 Avenue Des Ormeaux (ANJ) , Montreal",NON,unknown,,-73.546926,45.611262,Building
"7951 Avenue Dalkeith (ANJ) , Montreal",NON,unknown,,-73.550776,45.602451,Building
"6440 Boulevard des Galeries-d'Anjou (ANJ) , Montreal",NON,unknown,,-73.554008,45.594025,Building
"8205 Rue Fonteneau , Montreal",NON,unknown,,-73.540437,45.602857,Building
"7770 Avenue de La Roche-sur-Yon (ANJ) , Montreal",NON,unknown,,-73.560671,45.60636,Building
"7455 Rue Jarry , Montreal",NON,unknown,,-73.573075,45.605428,Building
"7725 Avenue Des Ormeaux (ANJ) , Montreal",NON,unknown,,-73.554077,45.614425,Building
"8190 Place Montoire (ANJ) , Montreal",NON,unknown,,-73.553879,45.607164,Building
"8301 Boulevard Wilfrid-Pelletier (ANJ) , Montreal",NON,unknown,,-73.553097,45.607539,Building
"55 Avenue Dupras (LSL) , Montreal",NON,unknown,,-73.661059,45.428316,Building
"10 Avenue Roosevelt (MTR) , Montreal",NON,unknown,,-73.640755,45.515282,Building
"4243 Rue de Charleroi (MTN) , Montreal",NON,unknown,,-73.637735,45.594173,Building
"5400 Boulevard Henri-Bourassa , Montreal",NON,unknown,,-73.625045,45.604656,Building
"4740 Rue de Charleroi (MTN) , Montreal",NON,unknown,,-73.631406,45.596464,Building
"10400 Avenue de Belleville (MTN) , Montreal",NON,unknown,,-73.642282,45.581928,Building
"3700 Rue Fleury , Montreal",NON,unknown,,-73.63722,45.583211,Building
"11212 Avenue Garon (MTN) , Montreal",NON,unknown,,-73.637889,45.594802,Building
"1451 Avenue Ducharme , Montreal",NON,unknown,,-73.619078,45.52083,Building
"40 Avenue Saint-Just (OUT) , Montreal",NON,unknown,electricite,-73.607796,45.517772,Building
"999 Avenue McEachran (OUT) , Montreal",NON,unknown,,-73.619498,45.520046,Building
"860 Avenue d' Outremont , Montreal",NON,unknown,,-73.615489,45.521631,Building
"1451 Avenue Ducharme , Montreal",NON,unknown,,-73.618187,45.520547,Building
"1433 Avenue Van Horne , Montreal",NON,unknown,,-73.615593,45.520133,Building
"13665 Boulevard de Pierrefonds (PFD) , Montreal",NON,unknown,,-73.848086,45.495361,Building
"13555 Boulevard de Pierrefonds (PFD) , Montreal",NON,unknown,,-73.847552,45.496007,Building
"401 Boulevard Saint-Jean , Montreal",NON,unknown,,-73.816808,45.448021,Building
"1451 Avenue Ducharme , Montreal",NON,unknown,,-73.618742,45.521243,Building
"69 Avenue Saint-Pierre (LCH) , Montreal",NON,unknown,,-73.648946,45.444182,Building
"59 Avenue Saint-Pierre (LCH) , Montreal",NON,unknown,,-73.648761,45.444087,Building
"183 Rue des erables (LCH) , Montreal",NON,unknown,,-73.651657,45.445836,Building
"183 Rue des erables (LCH) , Montreal",NON,unknown,,-73.652201,45.446085,Building
"19 Rue Stanton (WMT) , Montreal",NON,unknown,electricite,-73.598416,45.486325,Building
"1535 Boulevard Gouin E, Montreal",NON,unknown,,-73.663083,45.56518,Building
"1800 Chemin des Iroquois (LCH) , Montreal",NON,unknown,,-73.67588,45.429507,Building
" Boulevard Saint-Joseph (LCH) , Montreal",NON,unknown,,-73.688239,45.433454,Building
" Rue Saint-Antoine (LCH) , Montreal",NON,unknown,,-73.674371,45.437767,Building
" Rue Saint-Antoine (LCH) , Montreal",NON,unknown,,-73.675518,45.438557,Building
"150 Rue des erables (LCH) , Montreal",NON,unknown,,-73.649202,45.445708,Building
"150 Rue des erables (LCH) , Montreal",NON,unknown,,-73.649582,45.44618,Building
"2883 Boulevard Saint-Charles , Montreal",1,unknown,electricite,-73.852111,45.447046,Building
"395 Boulevard Saint-Jean , Montreal",1,unknown,,-73.815943,45.447869,Building
"1761 Rue Grenet , Montreal",1,unknown,electricite,-73.697296,45.51865,Building
"170 15e Avenue , Montreal",1,unknown,,-73.677146,45.434473,Building
"5757 Boulevard Cavendish , Montreal",1,unknown,,-73.664218,45.477537,Building
"8745 Boulevard LaSalle , Montreal",NON,unknown,electricite,-73.62158,45.415516,Building
"5967 Avenue de Verdun , Montreal",1,unknown,electricite,-73.573038,45.448132,Building
"40 Avenue Roosevelt (MTR) , Montreal",1,unknown,electricite,-73.641027,45.514886,Building
"6100 Boulevard Henri-Bourassa , Montreal",NON,unknown,electricite,-73.615662,45.607764,Building
"6850 Boulevard Joseph-Renaud (ANJ) , Montreal",1,unknown,electricite,-73.553035,45.605047,Building
"1451 Avenue Ducharme , Montreal",NON,unknown,,-73.618641,45.521019,Building
"4251 Boulevard Gouin E, Montreal",NON,unknown,,-73.64349,45.599553,Building
"3555 Rue Douglas-B.-Floreani (SLR) , Montreal",NON,unknown,,-73.768277,45.499751,Building
"1451 Avenue Ducharme , Montreal",NON,unknown,,-73.617876,45.52153,Building
"11121 Avenue Salk (MTN) , Montreal",NON,unknown,,-73.622826,45.601546,Building
"2801 Boulevard Saint-Joseph (LCH) , Montreal",NON,unknown,,-73.688726,45.43342,Building
"2105 Boulevard Saint-Joseph (LCH) , Montreal",NON,unknown,,-73.684229,45.432769,Building
"2901 Boulevard Saint-Joseph (LCH) , Montreal",NON,unknown,,-73.689902,45.433365,Building
"1925 Rue Saint-Antoine (LCH) , Montreal",NON,unknown,,-73.681905,45.439365,Building
"1800 Chemin des Iroquois (LCH) , Montreal",NON,unknown,,-73.677436,45.430012,Building
"12000 Boulevard Rolland (MTN) , Montreal",NON,unknown,,-73.621105,45.616149,Building
" Boulevard Lavoisier (SLN) , Montreal",NON,unknown,,-73.598159,45.595825,Building
" Boulevard Lavoisier (SLN) , Montreal",NON,unknown,,-73.598563,45.59591,Building
"15205 Place Bellerive (SGV) , Montreal",NON,unknown,,-73.863221,45.487519,Building
"5 , Montreal",NON,unknown,,-73.872785,45.508746,Building
"4250 Rue de Charleroi (MTN) , Montreal",NON,unknown,,-73.637085,45.593639,Building
"4240 Rue de Charleroi (MTN) , Montreal",NON,unknown,electricite,-73.637299,45.5934,Building
"114 Avenue Westminster , Montreal",NON,unknown,,-73.648092,45.453701,Building
"1311 Avenue Saint-Viateur (OUT) , Montreal",NON,unknown,,-73.606821,45.517519,Building
"1451 Avenue Ducharme , Montreal",NON,unknown,,-73.617796,45.520858,Building
" Rue Desjardins (PFD) , Montreal",NON,unknown,,-73.84878,45.511794,Building
"13850 Boulevard Gouin O, PFD",NON,unknown,,-73.849275,45.496646,Building
1801 Avenue Lajoie,NON,unknown,,-73.617306,45.513684,Building
"18025 Boulevard Gouin O, PFD",NON,unknown,,-73.892495,45.46532,Building
"13795 Boulevard de Pierrefonds (PFD) , Montreal",NON,unknown,electricite,-73.849846,45.493781,Building
"14150 Boulevard Gouin O, PFD",NON,unknown,,-73.851588,45.492603,Building
" Avenue Outremont (OUT) , Montreal",NON,unknown,,-73.605526,45.517741,Building
"4398 Boulevard LaSalle , Montreal",NON,unknown,electricite,-73.562783,45.459873,Building
"1325 Avenue Saint-Viateur (OUT) , Montreal",NON,unknown,,-73.60686,45.517344,Building
"1550 Rue Metcalfe , Montreal",NON,unknown,,-73.573396,45.501171,Building
"6255 Avenue Somerled , Montreal",1,unknown,electricite,-73.635465,45.471071,Building
"1625 Avenue de l' eglise , Montreal",1,unknown,electricite,-73.584898,45.463711,Building
"1177 Rue Dupuis , Montreal",NON,unknown,,-73.577735,45.467422,Building
" Avenue Talcy (ANJ) , Montreal",NON,unknown,,-73.559345,45.607102,Building
"1180 Rue Sainte-elisabeth , Montreal",1,unknown,,-73.560206,45.511371,Building
"1200 Avenue Papineau , Montreal",1,unknown,,-73.550792,45.522125,Building
"4555 Rue Hochelaga , Montreal",NON,unknown,electricite,-73.545854,45.556918,Building
"5995 Boulevard Decarie , Montreal",1,unknown,electricite,-73.641431,45.489561,Building
"1805 Rue Fleury , Montreal",1,unknown,electricite,-73.653506,45.56853,Building
"8930 Boulevard Pie-IX , Montreal",1,unknown,electricite,-73.617587,45.577539,Building
" Chemin de la Côte-Sainte-Catherine , Montreal",NON,unknown,,-73.603994,45.516262,Building
"920 Rue Belanger E, Montreal",1,unknown,electricite,-73.609086,45.539918,Building
"6665 Avenue Papineau , Montreal",1,unknown,electricite,-73.599188,45.544602,Building
"209 Avenue Laurier E, Montreal",1,unknown,,-73.591171,45.525233,Building
" Croissant Roy (LCH) , Montreal",NON,unknown,,-73.680483,45.447038,Building
"6547 Rue de Marseille , Montreal",1,unknown,electricite,-73.540061,45.581084,Building
"1498 Boulevard Saint-Jean-Baptiste , Montreal",1,unknown,electricite,-73.50582,45.641666,Building
" Croissant Roy (LCH) , Montreal",NON,unknown,,-73.680697,45.446931,Building
"243 Chemin du Bord-du-Lac-Lakeshore , Montreal",NON,unknown,,-73.822067,45.430685,Building
" Rue Provost (LCH) , Montreal",NON,unknown,,-73.702494,45.443064,Building
"12004 Boulevard Rolland (MTN) , Montreal",NON,unknown,,-73.621046,45.616421,Building
"12980 Boulevard Gouin E, Montreal",NON,unknown,,-73.516541,45.696447,Building
"11756 Boulevard O'Brien , Montreal",1,unknown,electricite,-73.701194,45.528484,Building
"8200 Boulevard Maurice-Duplessis , Montreal",1,unknown,electricite,-73.586466,45.6333,Building
"4444 Boulevard Henri-Bourassa E, Montreal",NON,unknown,,-73.63893,45.598508,Building
"265 Boulevard Chevremont (IBZ) , Montreal",NON,unknown,,-73.877878,45.493711,Building
"3048 Boulevard Saint-Charles , Montreal",NON,unknown,electricite,-73.856071,45.44908,Building
" Rue Lienart (SLN) , Montreal",NON,unknown,,-73.572098,45.586592,Building
" Rue Lienart (SLN) , Montreal",NON,unknown,,-73.571835,45.586514,Building
" Boulevard Lacordaire , Montreal",NON,unknown,,-73.582835,45.581723,Building
" Boulevard Lacordaire , Montreal",NON,unknown,,-73.582445,45.581797,Building
" 54e (LCH) Avenue , Montreal",NON,unknown,,-73.718567,45.443873,Building
"11171 Autoroute Metropolitaine E, Montreal",NON,unknown,,-73.540382,45.63913,Building
" Rue de la Caserne , Montreal",NON,unknown,,-73.866296,45.481327,Building
" Rue de la Caserne , Montreal",NON,unknown,,-73.86639,45.481154,Building
"3175 Chemin Remembrance , Montreal",NON,unknown,electricite,-73.69111,45.437283,Building
"11371 Rue Notre-Dame E, Montreal",NON,unknown,electricite,-73.496365,45.631522,Building
"12012 Boulevard Rolland (MTN) , Montreal",NON,unknown,electricite,-73.621642,45.616669,Building
"11 Rue Centre-Commercial (ROX) , Montreal",NON,unknown,electricite,-73.806232,45.509705,Building
"550 Boulevard des Anciens-Combattants (SAB) , Montreal",NON,unknown,electricite,-73.950012,45.417815,Building
"15775 Rue de la Caserne , Montreal",NON,unknown,,-73.868453,45.481477,Building
"350 Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.880222,45.487023,Building
"406 Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.880453,45.487446,Building
"571 Rue Cherrier (IBZ) , Montreal",NON,unknown,,-73.880836,45.485468,Building
"490 Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.881763,45.488089,Building
"500 Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.882297,45.488637,Building
"504 Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.883663,45.488176,Building
"488 Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.883173,45.487637,Building
" Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.882797,45.487207,Building
"350A Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.881242,45.487309,Building
"350A Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.880784,45.486999,Building
"350A Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.881109,45.486677,Building
"3160A Boulevard Chevremont (IBZ) , Montreal",NON,unknown,,-73.862712,45.505622,Building
"510 Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.882543,45.489104,Building
"15736A Rue de la Caserne , Ste-Gen",NON,unknown,,-73.866673,45.481323,Building
"10700 Boulevard Lacordaire , Montreal",NON,unknown,,-73.614783,45.601634,Building
"544 Avenue Davaar (OUT) , Montreal",NON,unknown,,-73.611686,45.514759,Building
"530 Avenue Querbes (OUT) , Montreal",NON,unknown,,-73.606349,45.521019,Building
"7770 Boulevard LaSalle , Montreal",NON,unknown,,-73.595471,45.426633,Building
" Rue de la Caserne , SGV",NON,unknown,,-73.866545,45.481224,Building
" Rue de la Caserne , SGV",NON,unknown,,-73.868583,45.481643,Building
" Boulevard Gouin O, PDF",NON,unknown,,-73.936814,45.453881,Building
" Boulevard Gouin O, PFD",NON,unknown,,-73.920773,45.462264,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.935137,45.47118,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.93546,45.471648,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.935179,45.471815,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.935674,45.471579,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.936132,45.471477,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.932625,45.463819,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.935279,45.469898,Building
"21115 Boulevard Gouin O, PFD",NON,unknown,,-73.933774,45.457144,Building
" Rue Desjardins (PFD) , Montreal",NON,unknown,,-73.848657,45.511933,Building
"13207 Rue Desjardins (PFD) , Montreal",NON,unknown,,-73.848538,45.511926,Building
" Rue Desjardins (PFD) , Montreal",NON,unknown,,-73.848513,45.511865,Building
